"radio_name","radio_url","radio_city","radio_country","radio_tags","mp3_bitrate","mp3_url","aac_bitrate","aac_url"
"Silk 106.9","http://www.silkfm.com/","Macclesfield","United Kingdom","Current/Classic Hits",128,"http://icy-e-03.sharp-stream.com/tcsilk.mp3.m3u",,
"Simone FM","http://www.simone.nl/","Stadskanaal","Netherlands","Top 40",160,"http://simonefm.ic-stream.nl:7082/listen.pls",,
"Simya i Dim FM","http://www.radio.simya.com.ua/","Lutsk","Ukraine","Pop/rock/dance",96,"http://193.109.80.106:8000/listen.pls",,
"Sine FM","http://www.sinefm.com/","Doncaster","United Kingdom","Community radio",96,"http://www.sinefm.com/UserFiles/File/sinefm.m3u",,
"SiRadio","http://www.siradio.info/","Ponteareas","Spain","Local service",128,"http://stream.tonkuhle.de:8000/hifi.ogg.m3u",,
"Sirius Rádió","http://www.siriusradio.hu/","Kiskunfélegyháza","Hungary","Top 40",160,"http://www.siriusradio.hu/sirius.m3u",,
"Skaga FM","http://www.skagafm.dk/","Hirtshals","Denmark","Local service",128,"http://stream.wlmm.dk/skagafm.m3u",,
"Skala Radio","http://www.skalaradio.me/","Kotor","Montenegro","Local service",64,"http://mediadots.primcast.com:8176/listen.pls",,
"Ski FM","http://www.skifm.net.nz/","Ruapehu","New Zealand","Information/music",96,"http://stream01.l2.co.nz:8000/SkiFM-Live.m3u",,
"Sky Plus","http://www.skyplus.fm/","Tallinn","Estonia","Top 40",128,"http://194.106.119.241:8500/skyplus_hi.mp3.m3u",,
"Sky Radio","http://www.skyradio.nl/","Naarden","Netherlands","Adult Contemporary",128,"http://provisioning.streamtheworld.com/pls/skyradio.pls",,
"Sky Radio","http://www.skyradio.com.mk/","Skopje","Macedonia","Macedonian Pop Music",128,"http://89.205.123.70:8002/listen.pls",48,"http://89.205.123.70:8000/listen.pls"
"Sky Radio","http://www.sky-radio.fm/","Tallinn","Estonia","Top 40",128,"http://194.106.119.241:8500/skyradio_hi.mp3.m3u",,
"Sky Radio Love Songs","http://www.skyradio.nl/","Naarden","Netherlands","Adult Contemporary",128,"http://provisioning.streamtheworld.com/pls/skylove.pls",64,"http://provisioning.streamtheworld.com/pls/skyloveaac.pls"
"Sky Radio NL","http://www.skyradio.nl/","Naarden","Netherlands","Dutch pop",128,"http://provisioning.streamtheworld.com/pls/skynl.pls",64,"http://provisioning.streamtheworld.com/pls/skynlaac.pls"
"Sky Radio The Christmas Station","http://www.skyradio.nl/","Naarden","Netherlands","Christmas hits",128,"http://provisioning.streamtheworld.com/pls/seasonal.pls",64,"http://provisioning.streamtheworld.com/pls/seasonalaac.pls"
"Skyline 102.5 FM","http://www.skylinecommunityradio.co.uk/","Hedge End","United Kingdom","Community radio",32,"http://icecast.commedia.org.uk:8000/skyline.mp3.m3u",,
"SkyLine FM","http://www.skylinefm.nl/","Uden","Netherlands","Top 40",128,"http://www.streamone.nl/playlist/83-7587ea33-live.pls",,
"Skyrock","http://www.skyrock.fm/","Paris","France","RnB/HipHop",128,"http://vipicecast.yacast.net/skyrock_128.m3u",64,"http://vipicecast.yacast.net/skyrock_64.aac.m3u"
"Slam!FM","http://www.slamfm.nl/","Amsterdam","Netherlands","Top 40/Dance",,,64,"http://82.201.100.23/slamfm.m3u"
"Sleutelstad 93.7 FM","http://www.sleutelstadfm.nl/","Leiden","Netherlands","Local service",128,"http://www.sleutelstad.nl/fm.m3u",,
"Slingeland FM","http://www.slingelandfm.nl/","Winterswijk","Netherlands","Local service",128,"http://89.105.200.190:9050/listen.pls",,
"Sloboda FM","http://www.strc.sumy.ua/radio_sloboda.html","Sumy","Ukraine","Adult contemporary",128,"http://82.207.70.174:8000/sloboda_fm.mp3.m3u",,
"Slotstad RTV","http://www.slotstad.nl/","Zeist","Netherlands","Local service",128,"http://slotstad.live-streams.nl:8010/listen.pls",,
"Smart FM","http://www.smartfm.ro/","Bucharest","Romania","Oldies/Jazz",,,32,"http://www.smartfm.ro/listen.pls"
"Smart FM","http://www.smartrtv.nl/","Spijkenisse","Netherlands","Local service",192,"http://ice1.rickes.nl/smartfm.m3u",,
"SmashHits Radio","http://www.smashhits.net/","Digital Network","United Kingdom","Top 40",112,"http://tx.whatson.com/icecast.php?i=smashhits.mp3.m3u",48,"http://tx.whatson.com/icecast.php?i=smashhits.aac.m3u"
"Smile FM","http://www.smilefm.es/","Moraira","Spain","Adult Contemporary (English)",96,"http://richard2.serverroom.us:4912/listen.pls",,
"Smooth Radio 70s","http://www.smoothradio.co.uk/music/smooth-radio-70s/c97fb","London","United Kingdom","70s Pop/Soul",64,"http://shoutcast.gmgradio.com:10040/listen.pls",56,"http://shoutcast.gmgradio.com:10008/listen.pls"
"Smooth Radio East Midlands","http://www.smoothradioeastmidlands.co.uk/","Nottingham","United Kingdom","Easy Listening",64,"http://gmgmp3.shoutcast.streamuk.com:10014/listen.pls",56,"http://shoutcast.gmgradio.com:10003/listen.pls"
"Smooth Radio Glasgow","http://www.smoothradioglasgow.co.uk/","Glasgow","United Kingdom","Easy Listening",64,"http://gmgmp3.shoutcast.streamuk.com:10034/listen.pls",56,"http://shoutcast.gmgradio.com:10106/listen.pls"
"Smooth Radio London","http://www.smoothradiolondon.co.uk/","London","United Kingdom","Easy Listening",64,"http://gmgmp3.shoutcast.streamuk.com:10020/listen.pls",56,"http://shoutcast.gmgradio.com:10006/listen.pls"
"Smooth Radio North West","http://www.smoothradionorthwest.co.uk/","Manchester","United Kingdom","Easy Listening",64,"http://gmgmp3.shoutcast.streamuk.com:10026/listen.pls",56,"http://shoutcast.gmgradio.com:10102/listen.pls"
"Smooth Radio Northeast","http://www.smoothradionortheast.co.uk/","Newcastle","United Kingdom","Easy Listening",64,"http://gmgmp3.shoutcast.streamuk.com:10022/listen.pls",56,"http://shoutcast.gmgradio.com:10007/listen.pls"
"Smooth Radio West Midlands","http://www.smoothradiowestmidlands.co.uk/","Birmingham","United Kingdom","Easy Listening",64,"http://gmgmp3.shoutcast.streamuk.com:10016/listen.pls",56,"http://shoutcast.gmgradio.com:10004/listen.pls"
"Smoothjazz.com.pl","http://www.smoothjazz.com.pl/","Internet only","Poland","Jazz",128,"http://94.23.95.213:8032/listen.pls",96,"http://94.23.95.213:8030/listen.pls"
"Sohos FM 88.7","http://www.sohosfm.gr/","Thessaloniki","Greece","Greek and International music",,,32,"http://s5.onweb.gr:8418/listen.pls"
"SOL FM 100.7","http://solfm.nerim.net/pages/sol2dfm.html","Lyon","France","Rock/Indie",64,"http://www.streamakaci.com/radios/solfm.m3u",,
"Sol Radio","http://www.solradiofm.com/","El Provencio","Spain","Local service",48,"http://tesla.todoexitos.com:7230/listen.pls",,
"Sommer Valley FM","http://www.somervalleyfm.co.uk/","Midsummer Norton","United Kingdom","Community radio",128,"http://icecast.bargus.co.uk:8000/svalley.mp3.m3u",,
"Soul FM","http://soulfm.stationplaylist.com/","Tauranga","New Zealand","New Age/World/Instrumental",,,32,"http://soulfm.stationplaylist.com/listen.m3u"
"Soul Radio","http://www.soulradio.nl/","Internet only","Netherlands","Soul music",128,"http://www.live-streams.nl/streams/soulradio.pls",,
"soundart radio","http://www.soundartradio.org.uk/","Dartington","United Kingdom","Community radio",128,"http://icecast.commedia.org.uk:8000/soundart.mp3.m3u",,
"South East Radio","http://www.southeastradio.ie/","Wexford","Ireland","Full Service",128,"http://streaming.totalbroadcast.net:8012/listen.pls",32,"http://streaming.totalbroadcast.net:8014/listen.pls"
"Souvenirs FM","http://www.souvenirsfm.fr/","Capbreton","France","Local service",128,"http://188.165.217.191:8050/listen.pls",,
"Spark FM","http://www.sparksunderland.com/","Sunderland","United Kingdom","Community radio",128,"http://87.106.180.82/sparkcr128.mp3.m3u",,
"Spectrum FM","http://www.spectrumfm.net/","Marbella","Spain","Classic Hits for English speakers",24,"http://spectrum.primcast.com:4706/listen.pls",,
"Spectrum Radio AM","http://www.spectrumradio.net/","London","United Kingdom","Multiultural",64,"http://icy-e-03.sharp-stream.com/spectrum1.mp3.m3u",,
"Spectrum Radio DAB","http://www.spectrumradio.net/","London","United Kingdom","Multiultural",64,"http://icy-e-03.sharp-stream.com/spectrum2.mp3.m3u",,
"Spectrum Radio Sky Digital","http://www.spectrumradio.net/","London","United Kingdom","Multicultural",64,"http://icy-e-03.sharp-stream.com/spectrum3.mp3.m3u",,
"Speysound Radio","http://www.speysoundradio.com/","Aviemore","United Kingdom","Community radio",32,"http://live.canstream.co.uk:8000/speysound.mp3.m3u",,
"Spin 103.8","http://www.spin1038.com/","Dublin,","Ireland","Top40",128,"http://spin128.media.vistatec.ie/listen.pls",,
"Spin FM","http://www.spinfm.fi/","Helsinki","Finland","RnB/HipHop",128,"http://stream-input.live.tv-radio.com:9636/listen.pls",,
"Spin FM","http://spinfm.upop.ee/","Tallinn","Estonia","RnB/HipHop",192,"http://striiming.trio.ee/spinfm.mp3.m3u",,
"Spirit FM","http://www.spiritfm.net/","Chichester","United Kingdom","Current/Classic Hits",128,"http://str1.sad.ukrd.com/spirit.m3u",,
"Spirit Radio","http://www.spiritradio.ie/","Dublin","Ireland","Christian",128,"http://173.193.223.145:8034/listen.pls",32,"http://173.193.223.145:8036/listen.pls"
"Spits FM","http://www.spits.fm/","Opwijk","Belgium","Local service",128,"http://www.spits.fm/live.pls",,
"Sport FM","http://www.sportfm.co.rs/","Belgrade","Serbia","Sport/music",128,"http://194.106.162.254:8012/listen.pls",,
"Sport Total FM","http://www.sptfm.ro/","Bucharest","Romania","Sport",,,64,"http://www.sptfm.ro/live.m3u"
"Sportsko Radio","http://www.sportskoradio903.com.mk/","Skopje","Macedonia","Sport/music",128,"http://217.16.69.10:8020/listen.pls",,
"SR 1 - Klassiker","http://www.sr-online.de/sr1/2407/","Saarbrücken","Germany","Classic hits (Web channel)",96,"http://streaming02.sr-online.de/sr1klassiker.m3u",,
"SR 1 - Lounge","http://www.sr-online.de/sr1/2407/","Saarbrücken","Germany","Soft pop (Web channel)",96,"http://streaming02.sr-online.de/sr1lounge.m3u",,
"SR 1 Europawelle","http://www.sr-online.de/sr1/","Saarbrücken","Germany","Top 40",128,"http://streaming01.sr-online.de/sr1_2.m3u",,
"SR 2 - Off-Beat","http://www.sr-online.de/sr2/2406/","Saarbrücken","Germany","Jazz",96,"http://streaming02.sr-online.de/sr2offbeat.m3u",,
"SR 3 - Oldiewelt","http://www.sr-online.de/sr3/2405/670526.html","Saarbrücken","Germany","Oldies/80s/90s",96,"http://streaming02.sr-online.de/sr3oldiewelt.m3u",,
"SR 3 - Schlagerwelt","http://www.sr-online.de/sr3/2405/670526.html","Saarbrücken","Germany","Schlager (Web channel)",96,"http://streaming02.sr-online.de/sr3schlagerwelt.m3u",,
"SR 3 Saarlandwelle","http://www.sr-online.de/sr3/","Saarbrücken","Germany","News/Information",128,"http://streaming01.sr-online.de/sr3_2.m3u",,
"SR2 KulturRadio","http://www.sr-online.de/","Saarbrücken","Germany","Classical",128,"http://streaming01.sr-online.de/sr2_2.m3u",,
"SRC FM","http://www.src.fm/","Culemborg","Netherlands","Local service",128,"http://src.shoutcaststream.com:8108/listen.pls",,
"SRO Rádio _FM","http://www.slovakradio.sk/radio-fm","Bratislava","Slovakia","Pop/Rock/Alternative",128,"http://live.slovakradio.sk:8000/FM_128.mp3.m3u",,
"SRO Rádio Devín","http://www.slovakradio.sk/radio-devin","Bratislava","Slovakia","Classical",128,"http://live.slovakradio.sk:8000/Devin_128.mp3.m3u",,
"SRO Rádio Junior","http://www.slovakradio.sk/radio-junior","Bratislava","Slovakia","Children's programmes",128,"http://live.slovakradio.sk:8000/Junior_128.mp3.m3u",,
"SRO Rádio Klasika","http://www.slovakradio.sk/radio-klasika","Bratislava","Slovakia","Classical",128,"http://live.slovakradio.sk:8000/Klasika_128.mp3.m3u",,
"SRO Rádio Litera","http://www.slovakradio.sk/radio-litera","Bratislava","Slovakia","Literature",128,"http://live.slovakradio.sk:8000/Litera_128.mp3.m3u",,
"SRO Rádio Patria","http://www.slovakradio.sk/radio-patria","Bratislava","Slovakia","None",128,"http://live.slovakradio.sk:8000/Patria_128.mp3.m3u",,
"SRO Rádio Regina Banská Bystrica","http://www.slovakradio.sk/radio-regina-bb","Banská Bystrica","Slovakia","Regional service",128,"http://live.slovakradio.sk:8000/Regina_BB_128.mp3.m3u",,
"SRO Rádio Regina Bratislava","http://www.slovakradio.sk/radio-regina-ba","Bratislava","Slovakia","Regional service",128,"http://live.slovakradio.sk:8000/Regina_BA_128.mp3.m3u",,
"SRO Rádio Regina Košice","http://www.slovakradio.sk/radio-regina-ke","Košice","Slovakia","Regional service",128,"http://live.slovakradio.sk:8000/Regina_KE_128.mp3.m3u",,
"SRO Radio Slovakia International","http://www.slovakradio.sk/radio-international-sk","Bratislava","Slovakia","International service",128,"http://live.slovakradio.sk:8000/RSI_128.mp3.m3u",,
"SRO Rádio Slovensko","http://www.slovakradio.sk/radio-slovensko","Bratislava","Slovakia","News/Feature programmes",128,"http://live.slovakradio.sk:8000/Slovensko_128.mp3.m3u",,
"SRR Bucureşti FM","http://www.bucurestifm.ro/","Bucharest","Romania","Regional service",128,"http://stream2.srr.ro:8032/listen.pls",64,"http://stream2.srr.ro:8036/listen.pls"
"SRR Radio 3net","http://www.radio3net.ro/","Bucharest","Romania","Youth network",128,"http://media.3netmedia.ro:8000/Live128.m3u",,
"SRR Radio Cluj","http://www.radiocluj.ro/","Cluj Napoca","Romania","Regional service",64,"http://www.radiocluj.ro/rcj.m3u",,
"SRR Radio Constanţa","http://www.radioconstanta.ro/","Constanta","Romania","Regional service",192,"http://www.radioconstanta.ro/asculta.m3u",,
"SRR Radio Iaşi AM","http://www.radioiasi.ro/","Iasi","Romania","Regional service",192,"http://am.live.radioiasi.ro:8000/listen.pls",,
"SRR Radio Iaşi FM","http://www.radioiasi.ro/","Iasi","Romania","Regional service",192,"http://fm.live.radioiasi.ro:8000/listen.pls",,
"SRR Radio Oltenia Craiova","http://www.radiocraiova.ro/","Craiova","Romania","Regional service",128,"http://stream3.srr.ro:8018/listen.pls",,
"SRR Radio Reşiţa","http://www.radio-resita.ro/","Reşiţa","Romania","Regional service",,,128,"http://91.200.122.190:8012/listen.pls"
"SRR Radio România Actualităţi","http://actualitati.srr.ro/","Bucharest","Romania","News",112,"http://stream2.srr.ro:8002/listen.pls",64,"http://stream2.srr.ro:8006/listen.pls"
"SRR Radio România Antena Satelor","http://sate.srr.ro/","Bucharest","Romania","Talk/music",128,"http://stream2.srr.ro:8042/listen.pls",64,"http://stream2.srr.ro:8046/listen.pls"
"SRR Radio România Cultural","http://cultural.srr.ro/","Bucharest","Romania","Culture",128,"http://stream2.srr.ro:8012/listen.pls",64,"http://stream2.srr.ro:8016/listen.pls"
"SRR Radio România Muzical","http://muzical.srr.ro/","Bucharest","Romania","Classical",128,"http://stream2.srr.ro:8022/listen.pls",64,"http://stream2.srr.ro:8026/listen.pls"
"SRR Radio Târgu Mureş","http://www.radiomures.ro/","Târgu Mures","Romania","Regional service",128,"http://www.radiomures.ro/upload/steams/live.m3u",,
"SRR Radio Timisoara","http://www.radiotimisoara.ro/","Timisoara","Romania","Regional service",,,32,"http://www.radiotimisoara.ro/live/RTliveAM.m3u"
"StadsRadio Breda","http://www.stadsradiobreda.nl/","Breda","Netherlands","Local service",128,"http://icecast.streamone.nl:9023/live.m3u",,
"Stadsradio Helmond","http://www.stadsradiohelmond.nl/","Helmond","Netherlands","Local service",128,"http://www.stadsradiohelmond.nl:8000/listen.pls",,
"stadsradio M","http://www.stadsradiom.be/","Mechelen","Belgium","Oldies/80s/90s",128,"http://www.stadsradiom.be/streams/winamp.pls",,
"Stadtradio Göttingen","http://www.stadtradio-goettingen.de/","Göttingen","Germany","Local service",128,"http://stream.stadtradio-goettingen.de:8000/stadtradio.m3u",,
"Star 107","http://www.star107.co.uk/","Cambridge","United Kingdom","Current/classic hits",128,"http://str1.sad.ukrd.com/starcambs.m3u",,
"Star FM","http://www.starfm.de/","Nuernberg","Germany","Rock",128,"http://starfm.de/streams/nbg_m.pls",,
"Star FM","http://www.starfm.ee/","Tallinn","Estonia","Hot Adult Contemporary",128,"http://194.106.119.241:8500/starfm_hi.mp3.m3u",,
"Star FM 87,9","http://www.starfm.de/","Berlin","Germany","Rock",128,"http://starfm.de/streams/bln_m.pls",,
"Star FM 88.8","http://www.star888.gr/","Corfu","Greece","Top 40",32,"http://www.onradio.gr/url_wa/190.pls",,
"Star FM 97.1","http://www.starfm.gr/","Thessaloniki","Greece","International pop/rock",64,"http://78.129.143.157:8000/starfm.m3u",,
"Star FM Alternative","http://www.starfm.de/","Berlin","Germany","Alternative Rock",128,"http://starfm.de/streams/alt_m.pls",,
"Star FM From Hell","http://www.starfm.de/","Berlin","Germany","Heavy Rock",128,"http://starfm.de/streams/fh_m.pls",,
"Star FM Rock Classics","http://www.starfm.de/","Berlin","Germany","Classic Rock",128,"http://starfm.de/streams/rc_m.pls",,
"Star Radio","http://www.thisisstar.co.uk/","Darlington","United Kingdom","Current/Classic Hits",128,"http://str1.sad.ukrd.com/star-ne.m3u",,
"Start FM","http://www.startfm.lt/","Vilnius","Lithuania","Campus radio (Vilnius University)",192,"http://eteris.startfm.lt:8000/startfm.m3u",,
"Stathmos 101,3","http://www.stathmos911.gr/","Thessaloniki","Greece","Greek Laika music",64,"http://stream.greekradios.gr:2002/listen.pls",,
"Static FM","http://www.static.co.nz/","Auckland","New Zealand","Auckland University of Technology",24,"http://artsweb.aut.ac.nz:8002/listen.pls",,
"Stereo Citta","http://www.stereocitta.it/","Padua","Italy","Hot Adult Contemporary",,,64,"http://onair11.xdevel.com:8134/listen.pls"
"Stil FM","http://www.stilfm.ro/","Calarasi","Romania","Top 40",,,48,"http://www.stilfm.ro/live.pls"
"Stilnoe Radio","http://www.stilnoe.fm/","Kyiv","Ukraine","Ukrainian pop",128,"http://radio.stilnoe.fm:8080/radio-stilnoe.m3u",,
"Stockholms Närradio 101,1","http://www.narradio.se/","Stockholm","Sweden","Community radio",80,"http://www.narradio.se/webbradio.php?k=101&q=64&m=m3u",,
"Stockholms Närradio 88,0","http://www.narradio.se/","Stockholm","Sweden","Community radio",80,"http://www.narradio.se/webbradio.php?k=880&q=64&m=m3u",,
"Stockholms Närradio 95,3","http://www.narradio.se/","Stockholm","Sweden","Community radio",80,"http://www.narradio.se/webbradio.php?k=953&q=64&m=m3u",,
"Stop FM","http://stopfm.com.hr/","Split","Croatia","Student Radio",128,"http://stopfm.com.hr/media/mp3_128.pls",,
"Storm 106","http://www.storm106.com/","Dundalk","Ireland","Dance",128,"http://80.249.249.246:8000/listen.pls",,
"Streekradio de Wolde","http://www.streekradio.com/","Zuidwolde","Netherlands","Local service",128,"http://livestream.streekradio.com:9046/live.m3u",,
"Streetlife FM","http://www.streetlifefm.com/","Leyton","United Kingdom","Community radio",32,"http://icecast.commedia.org.uk:8000/streetlifefm.mp3.m3u",,
"Stroud FM","http://www.stroudfm.co.uk/","Stroud","United Kingdom","Community radio",32,"http://live.canstream.co.uk:8000/stroud.mp3.m3u",,
"Stryi FM","http://fm.stryi.com/","Stryi","Ukraine","Adult contemporary",128,"http://radio.telelan.com.ua:8000/Stryi-FM.m3u",,
"Student FM","http://www.studentfm.ro/","Bucharest","Romania","Student radio",128,"http://live.studentfm.ro:8000/listen.pls",,
"Studentradioen","http://www.studentradioen.no/","Kristiansand","Norway","Student radio",128,"http://lyd.uia.no:8010/listen.pls",,
"Studentradion 98,9","http://www.studentradion.com/","Uppsala","Sweden","Student Radio",128,"http://130.238.166.180:8004/live.m3u",,
"studiFM","http://www.studifm.at/","Vienna","Austria","Student Radio",64,"http://91.121.103.196:8000/studifm.mp3.m3u",,
"Studio 7","http://www.studio7.lt/","Kaunas","Lithuania","Dance / Techno",,,128,"http://www.studio7.lt/high.m3u"
"Studio B","http://www.studiob.rs/","Belgrade","Serbia","News/talk/music",128,"http://radio.studiob.rs:8004/listen.pls",,
"Studio D","http://www.studiod.si/","Novo Mesto","Slovenia","Top 40/Dance",128,"http://91.185.193.190/studiod/studiod.pls",,
"Studio FM1 105.4","http://fm1.teicrete.gr/","Heraklion","Greece","Student Radio",128,"http://fm1.teicrete.gr:8000/live.m3u",,
"Studio ZEF","http://www.studiozef.tk/","Blois","France","Variety",24,"http://91.121.62.121:9600/listen.pls",,
"Styl FM","http://www.stylfm.com/","Manresa","Spain","Top 40",128,"http://91.121.141.204/castcontrol/playlist.php?id=10",,
"SUC6 FM","http://www.suc6fm.nl/","Zundert","Netherlands","Local service",128,"http://91.121.117.158:8310/listen.pls",,
"Sud Radio","http://www.sudradio.fr/","Toulouse","France","News/Talk/Sport",128,"http://broadcast.infomaniak.ch/start-sud-high.mp3.m3u",,
"Südtirol 1","http://www.suedtirol1.it/","Bozen/Bolzano","Italy","Top 40 (German)",128,"http://players.creacast.com/creacast/sudtirol1a/playlist.pls",,
"SUN - Le Son Unique à Nantes","http://www.lesonunique.com/","Nantes","France","Music/Actualité/Sport",160,"http://www.lesonunique.com/sun.m3u",,
"Sunshine 106.8","http://www.sunshine1068.com/","Dublin","Ireland","Country",64,"http://dream.wavestreamer.com:3128/listen.pls",,
"Sunshine FM","http://www.sunshine-fm.com/","Costa Blanca","Spain","Adult Contemporary (in English)",96,"http://s1.viastreaming.net:7310/listen.pls",,
"Sunshine Live","http://www.sunshinelive.de/","Schwetzingen","Germany","Dance Top 40",128,"http://edge.live.mp3.mdn.newmedia.nacamar.net/stbsunshinelive/livestream.mp3.m3u",,
"Sunshine Pilis Rádió","http://www.sunshinepilis.hu/","Szentendre","Hungary","Top 40",128,"http://195.56.193.90:8100/listen.pls",,
"Super FM","http://www.superradio.ro/","Brasov","Romania","Romanian music",96,"http://www.superradio.ro/listen.m3u",,
"SuperRadio","http://www.superradio.com.mk/","Ohrid","Macedonia","Top 40/Classic Hits",,,32,"http://checast.com:27/mk/ohrid/super.mp3.m3u"
"Sveriges Radio Alltid Nyheter","http://sverigesradio.se/sida/default.aspx?programid=4188","Stockholm","Sweden","Local service",192,"http://sverigesradio.se/topsy/direkt/4188-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/4188-hi-aac.pls"
"Sveriges Radio Din gata","http://www.sr.se/cgi-bin/p3/programsidor/index.asp?programID=2576","Malmö","Sweden","HipHop/RnB",192,"http://sverigesradio.se/topsy/direkt/2576-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/2576-hi-aac.pls"
"Sveriges Radio Metropol","http://www.sr.se/cgi-bin/sidor/index.asp?ProgramID=2842","Stockholm","Sweden","Local service",192,"http://sverigesradio.se/topsy/direkt/2842-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/2842-hi-aac.pls"
"Sveriges Radio P1","http://www.sr.se/p1/","Stockholm","Sweden","News/Features",192,"http://sverigesradio.se/topsy/direkt/132-hi-mp3.m3u",192,"http://sverigesradio.se/topsy/direkt/132-hi-aac.pls"
"Sveriges Radio P2","http://www.sr.se/p2/","Stockholm","Sweden","Classical/Cultural",192,"http://sverigesradio.se/topsy/direkt/163-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/163-hi-aac.pls"
"Sveriges Radio P2 Musik","http://www.sr.se/p2/","Stockholm","Sweden","Classical",192,"http://sverigesradio.se/topsy/direkt/2562-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/2562-hi-aac.pls"
"Sveriges Radio P3","http://www.sr.se/p3/","Stockholm","Sweden","News/music for young people",192,"http://sverigesradio.se/topsy/direkt/164-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/164-hi-aac.pls"
"Sveriges Radio P3 Star","http://www.sr.se/p3star/","Stockholm","Sweden","Top 40/Dance Digital Network",192,"http://sverigesradio.se/topsy/direkt/1607-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/1607-hi-aac.pls"
"Sveriges Radio P4 Blekinge","http://www.sr.se/Blekinge/","Karlskrona","Sweden","Regional Programme",192,"http://sverigesradio.se/topsy/direkt/213-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/213-hi-aac.pls"
"Sveriges Radio P4 Dalarna","http://www.sr.se/dalarna/","Falun","Sweden","Regional Programme",192,"http://sverigesradio.se/topsy/direkt/223-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/223-hi-aac.pls"
"Sveriges Radio P4 Gävleborg","http://www.sr.se/Gavleborg/","Gävle","Sweden","Regional Programme",192,"http://sverigesradio.se/topsy/direkt/210-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/210-hi-aac.pls"
"Sveriges Radio P4 Göteborg","http://www.sr.se/Goteborg/","Göteborg","Sweden","Regional Programme",192,"http://sverigesradio.se/topsy/direkt/212-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/212-hi-aac.pls"
"Sveriges Radio P4 Gotland","http://www.sr.se/Gotland/","Visby","Sweden","Regional Programme",192,"http://sverigesradio.se/topsy/direkt/205-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/205-hi-aac.pls"
"Sveriges Radio P4 Halland","http://www.sr.se/Halland/","Halmstad","Sweden","Regional Programme",192,"http://sverigesradio.se/topsy/direkt/220-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/220-hi-aac.pls"
"Sveriges Radio P4 Jämtland","http://www.sr.se/Jamtland/","Östersund","Sweden","Regional Programme",192,"http://sverigesradio.se/topsy/direkt/200-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/200-hi-aac.pls"
"Sveriges Radio P4 Jönköping","http://www.sr.se/Jonkoping/","Jönköping","Sweden","Regional Programme",192,"http://sverigesradio.se/topsy/direkt/203-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/203-hi-aac.pls"
"Sveriges Radio P4 Kalmar","http://www.sr.se/Kalmar/","Kalmar","Sweden","Regional Programme",192,"http://sverigesradio.se/topsy/direkt/201-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/201-hi-aac.pls"
"Sveriges Radio P4 Kristianstad","http://www.sr.se/Kristianstad/","Kristianstad","Sweden","Regional Programme",192,"http://sverigesradio.se/topsy/direkt/211-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/211-hi-aac.pls"
"Sveriges Radio P4 Kronoberg","http://www.sr.se/Kronoberg/","Växjö","Sweden","Regional Programme",192,"http://sverigesradio.se/topsy/direkt/214-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/214-hi-aac.pls"
"Sveriges Radio P4 Malmöhus","http://www.sr.se/Malmo/","Malmö","Sweden","Regional Programme",192,"http://sverigesradio.se/topsy/direkt/207-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/207-hi-aac.pls"
"Sveriges Radio P4 med Radiosporten","http://www.sr.se/p4/","Stockholm","Sweden","Sport/talk/music",192,"http://sverigesradio.se/topsy/direkt/179-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/179-hi-aac.pls"
"Sveriges Radio P4 Norrbotten","http://www.sr.se/Norrbotten/","Luleå","Sweden","Regional Programme",192,"http://sverigesradio.se/topsy/direkt/209-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/209-hi-aac.pls"
"Sveriges Radio P4 Örebro","http://www.sr.se/Orebro/","Örebro","Sweden","Regional Programme",192,"http://sverigesradio.se/topsy/direkt/221-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/221-hi-aac.pls"
"Sveriges Radio P4 Östergötland","http://www.sr.se/Ostergotland/","Norrköping","Sweden","Regional Programme",192,"http://sverigesradio.se/topsy/direkt/222-hi-mp3.pls",192,"http://sverigesradio.se/topsy/direkt/222-hi-aac.pls"
