"radio_name","radio_url","radio_city","radio_country","radio_tags","mp3_bitrate","mp3_url","aac_bitrate","aac_url"
"Diversity FM","http://www.diversityfm.co.uk/","Lancaster","United Kingdom","Community radio",128,"http://icecast.commedia.org.uk:8000/diversity.mp3.m3u",,
"DJ FM","http://www.djfm.ua/","Kyiv","Ukraine","Dance, trance, electro",128,"http://media.brg.ua/m3u/djfm128.m3u",,
"DJ Radio","http://www.djradio.ch/","Zurich","Switzerland","Dance/Club mixes",128,"http://streamplus15.ameus.de:17130/listen.pls",,
"Dobré Rádio","http://www.dobreradio.sk/","Prešov","Slovakia","Local service",192,"http://stream.dobreradio.sk:8000/Dobre192mp3.m3u",,
"Dollard Radio","http://www.rtvlogo.nl/","Winschoten","Netherlands","Local service",128,"http://81.26.220.16:20092/listen.pls",,
"domradio","http://www.domradio.de/","Cologne","Germany","Christian",128,"http://stream.domradio.de/audio/radio_mp3_high.m3u",,
"Donau 3 FM","http://www.donau3fm.de/","Ulm","Germany","Adult Contemporary",64,"http://server1.webradiostreaming.de:2640/listen.pls",,
"Dorognoe Radio","http://www.dorognoe.ru/","St Petersburg","Russia","Traffic Info/80s 90s pop",64,"http://panel2.radio-box.org:8000/dorognoe.m3u",,
"Double Z Radio","http://www.internetpiraten.com/","Valkenswaard","Netherlands","Dutch music",192,"http://81.23.249.40:8004/listen.pls",,
"Downtown Radio","http://www.downtown.co.uk/","Belfast","United Kingdom","Adult Contemporary",112,"http://tx.whatson.com/icecast.php?i=downtown.mp3.m3u",48,"http://tx.whatson.com/icecast.php?i=downtown.aac.m3u"
"DR Mama","http://www.dr.dk/mama","Copenhagen","Denmark","Pop/Alternative",192,"http://live-icy.gss.dr.dk:8000/Channel18_HQ.mp3.m3u",,
"DR Nyheder","http://www.dr.dk/nyheder","Copenhagen","Denmark","News",96,"http://live-icy.gss.dr.dk:8000/Channel2_LQ.mp3.m3u",,
"DR P4 Bornholm","http://www.dr.dk/p4/bornholm/","Rønne","Denmark","Regional programming",96,"http://live-icy.gss.dr.dk:8000/Channel6_LQ.mp3.m3u",,
"DR P4 Esbjerg","http://www.dr.dk/p4/esbjerg/","Esbjerg","Denmark","Regional programming",96,"http://live-icy.gss.dr.dk:8000/Channel15_LQ.mp3.m3u",,
"DR P4 Fyn","http://www.dr.dk/p4/Fyn/","Odense","Denmark","Regional programming",96,"http://live-icy.gss.dr.dk:8000/Channel7_LQ.mp3.m3u",,
"DR P4 København","http://www.dr.dk/p4/kbh/","Copenhagen","Denmark","Regional programming",96,"http://live-icy.gss.dr.dk:8000/Channel8_LQ.mp3.m3u",,
"DR P4 Midt & Vest","http://www.dr.dk/p4/vest/","Holstebro","Denmark","Regional programming",96,"http://live-icy.gss.dr.dk:8000/Channel9_LQ.mp3.m3u",,
"DR P4 Nordjylland","http://www.dr.dk/p4/nord/","Aalborg","Denmark","Regional programming",96,"http://live-icy.gss.dr.dk:8000/Channel10_LQ.mp3.m3u",,
"DR P4 Nordvestsjælland","http://www.dr.dk/p4/nordvestsjaelland","Holbæk","Denmark","Regional programming",96,"http://live-icy.gss.dr.dk:8000/Channel17_LQ.mp3.m3u",,
"DR P4 Radio Syd","http://www.dr.dk/p4/syd/","Aabenraa","Denmark","Regional programming",96,"http://live-icy.gss.dr.dk:8000/Channel11_LQ.mp3.m3u",,
"DR P4 Sjælland","http://www.dr.dk/p4/Sjaelland/","Næstved","Denmark","Regional programming",96,"http://live-icy.gss.dr.dk:8000/Channel12_LQ.mp3.m3u",,
"DR P4 Trekanten","http://www.dr.dk/p4/Trekanten/","Vejle","Denmark","Regional programming",96,"http://live-icy.gss.dr.dk:8000/Channel14_LQ.mp3.m3u",,
"DR P5","http://www.dr.dk/p5/","Copenhagen","Denmark","Music/features",96,"http://live-icy.gss.dr.dk:8000/Channel25_LQ.mp3.m3u",,
"DR P6 Beat","http://www.dr.dk/p6beat","Copenhagen","Denmark","Alternative",96,"http://live-icy.gss.dr.dk:8000/Channel29_LQ.mp3.m3u",,
"DR P7 Mix","http://www.dr.dk/p7mix","Copenhagen","Denmark","Adult Contemporary",96,"http://live-icy.gss.dr.dk:8000/Channel21_LQ.mp3.m3u",,
"DR P8 Jazz","http://www.dr.dk/p8jazz","Copenhagen","Denmark","Jazz",96,"http://live-icy.gss.dr.dk:8000/Channel22_LQ.mp3.m3u",,
"DR Ramasjang Radio","http://www.dr.dk/Ramasjang/Ramasjang_Radio","Copenhagen","Denmark","Children's programmes",96,"http://live-icy.gss.dr.dk:8000/A/A24L.mp3.m3u",,
"DRadio Wissen","http://wissen.dradio.de/","Cologne","Germany","Education/Science",128,"http://www.dradio.de/streaming/dradiowissen.m3u",,
"Dream 100","http://www.dream100.com/","Colchester","United Kingdom","Adult Contemporary",56,"http://sharpflow.sharp-stream.com:8000/tindledream100.mp3.m3u",,
"Drechtstad FM","http://www.rtvdordrecht.nl/drechtstad-fm/","Dordrecht","Netherlands","Local service",128,"http://www.kippingmultimediaal.nl:8000/drechtstadfm.m3u",,
"DRS 1","http://www.drs1.ch/","Basel","Switzerland","News/features",128,"http://stream.srg-ssr.ch/drs1/mp3_128.m3u",64,"http://stream.srg-ssr.ch/drs1/aacp_64.m3u"
"DRS 1 Aargau Solothurn","http://www.drs1.ch/","Aarau","Switzerland","News/features",128,"http://stream.srg-ssr.ch/regi_ag_so/mp3_128.m3u",64,"http://stream.srg-ssr.ch/regi_ag_so/aacp_64.m3u"
"DRS 1 Basel Baselland","http://www.drs1.ch/","Basel","Switzerland","News/features",128,"http://stream.srg-ssr.ch/regi_bs_bl/mp3_128.m3u",64,"http://stream.srg-ssr.ch/regi_bs_bl/aacp_64.m3u"
"DRS 1 Bern Fribourg Wallis","http://www.drs1.ch/","Bern","Switzerland","News/features",128,"http://stream.srg-ssr.ch/regi_be_fr_vs/mp3_128.m3u",64,"http://stream.srg-ssr.ch/regi_be_fr_vs/aacp_64.m3u"
"DRS 1 Innerschweiz","http://www.drs1.ch/","Luzern","Switzerland","News/features",128,"http://stream.srg-ssr.ch/regi_zentr/mp3_128.m3u",64,"http://stream.srg-ssr.ch/regi_zentr/aacp_64.m3u"
"DRS 1 Ostschweiz","http://www.drs1.ch/","St.Gallen","Switzerland","News/features",128,"http://stream.srg-ssr.ch/regi_ost/mp3_128.m3u",64,"http://stream.srg-ssr.ch/regi_ost/aacp_64.m3u"
"DRS 1 Zürich Schaffhausen","http://www.drs1.ch/","Zürich","Switzerland","News/features",128,"http://stream.srg-ssr.ch/regi_zh_sh/mp3_128.m3u",64,"http://stream.srg-ssr.ch/regi_zh_sh/aacp_64.m3u"
"DRS 2","http://www.drs2.ch/","Basel","Switzerland","Cultural programmes",128,"http://stream.srg-ssr.ch/drs2/mp3_128.m3u",64,"http://stream.srg-ssr.ch/drs2/aacp_64.m3u"
"DRS 3","http://www.drs3.ch/","Basel","Switzerland","Adult Contemporary/specialist shows",128,"http://stream.srg-ssr.ch/drs3/mp3_128.m3u",64,"http://stream.srg-ssr.ch/drs3/aacp_64.m3u"
"DRS 4 News","http://www.drs4news.ch/","Basel","Switzerland","News/information",128,"http://stream.srg-ssr.ch/drs4news/mp3_128.m3u",64,"http://stream.srg-ssr.ch/drs4news/aacp_64.m3u"
"DRS Musigwälle","http://www.drsmusikwelle.ch/","Basel","Switzerland","Traditional music",128,"http://stream.srg-ssr.ch/drsmw/mp3_128.m3u",64,"http://stream.srg-ssr.ch/drsmw/aacp_64.m3u"
"Drystone Radio","http://www.drystoneradio.com/","South Craven","United Kingdom","Community radio",32,"http://icecast.commedia.org.uk:8000/drystone.mp3.m3u",,
"Dublin City FM","http://www.dublincityfm.ie/","Dublin","Ireland","Local service",64,"http://178.250.112.178:8081/listen.pls",,
"Dune 107.9","http://www.dune1079.co.uk/","Southport","United Kingdom","Current/Classic Hits",96,"http://www.q1079.co.uk:9889/listen.pls",,
"E Radio","http://eradio.kiev.ua/","Internet only","Ukraine","Ukrainian rock",128,"http://eradio.kiev.ua/eradio_hi.m3u",,
"East Coast FM","http://www.eastcoast.fm/","Bray","Ireland","Top 40/Local news",64,"http://dream.wavestreamer.com:7039/listen.pls",,
"East FM","http://www.eastfm.se/","Norrköping","Sweden","RnB/Dance/Alternative",128,"http://streaming2.antebrink.se:7002/stream.m3u",,
"Easy FM","http://www.easy-fm.dk/","Copenhagen","Denmark","Adult Contemporary",128,"http://stream.thevoicemobil.dk/easyfm.m3u",,
"Easy Network","http://www.easynetwork.fm/","Padova","Italy","Adult Contemporary",128,"http://str01.fluidstream.net:6040/listen.pls",,
"Echo Radio","http://www.echo.msk.ru/","Moscow","Russia","Talk",128,"http://radio01-cn03.akadostream.ru:8000/moscowecho128.mp3.m3u",,
"echo-fm 88,4","http://www.echo-fm.uni-freiburg.de/","Freiburg","Germany","Student radio",128,"http://xgrid04.ruf.uni-freiburg.de/echofm.m3u",,
"EcoRadio","http://www.ecoradio.it/","Rome","Italy","Environmental issues",128,"http://130.117.233.172:8777/listen.pls",,
"EFM","http://www.radioefm.fr/","Lisses","France","Top 40/Rock",128,"http://broadcast.infomaniak.ch/radioefm-high.mp3.m3u",,
"egoFM","http://www.egofm.de/","Munich","Germany","Pop/Rock/Dance",128,"http://h1433204.stratoserver.net:8000/live.m3u",,
"Ekspres Radio","http://www.ekspresradio.com.mk/","Strumica","Macedonia","Pop/Rock music",,,32,"http://vozivo.ekspresradio.com.mk/"
"EldoRadio","http://www.eldoradio.lu/","Luxembourg","Luxembourg","Top 40",128,"http://eldoradiolive.newmedia.lu/listen.pls",,
"EldoRadio","http://www.eldoradio.ru/","St Petersburg","Russia","Adult Contemporary",128,"http://onair.eltel.net/eldoradio-128k.m3u",,
"EldoRadio 80s","http://www.eldoradio.lu/","Luxembourg","Luxembourg","Oldies/80s/90s",128,"http://sc-80s.eldoradio.lu/listen.pls",,
"elDOradio 93.0","http://www.eldoradio.de/","Dortmund","Germany","Student radio",128,"http://www.eldoradio.de/broadcast/128.pls",,
"EldoRadio Alternative","http://www.eldoradio.lu/","Luxembourg","Luxembourg","Alternative",128,"http://sc-alternative.eldoradio.lu/listen.pls",,
"EldoRadio Chill","http://www.eldoradio.lu/","Luxembourg","Luxembourg","Chillout / Lounge",160,"http://sc-chill.eldoradio.lu/listen.pls",,
"Elite FM","http://www.elitefm.es/","Bilbao","Spain","Music/Information",128,"http://radio1.tecnicofm.com:8005/listen.pls",,
"Elite Radio","http://www.eliteradiosevilla.com/","Seville","Spain","Local service",96,"http://213.139.27.170:8188/listen.pls",,
"Ellinikos FM","http://www.ellinikosfm.gr/","Thessaloniki","Greece","Greek pop music",48,"http://www.ellinikosfm.gr/ellinikosfm.m3u",,
"Energy 00s","http://www.energyzueri.ch/","Zurich","Switzerland","00s music",128,"http://broadcast.infomaniak.ch/energy00s-high.mp3.m3u",,
"Energy 104,2","http://www.energy.at/","Vienna","Austria","Top 40",96,"http://stream01.energy.at:8000/vie.m3u",,
"Energy 80s","http://www.energyzueri.ch/","Zurich","Switzerland","80s music",128,"http://statslive.infomaniak.ch/playlist/energy80s/energy80s-high.mp3/playlist.pls",,
"Energy 88.6","http://www.nrjradio.gr/","Athens","Greece","Top 40",128,"http://149.5.240.22/WR-GR-WR71.m3u",,
"Energy 90s","http://www.energyzueri.ch/","Zurich","Switzerland","90s music",128,"http://statslive.infomaniak.ch/playlist/energy90s/energy90s-high.mp3/playlist.pls",,
"Energy 94,0","http://www.energy940.at/","Salzburg","Austria","Top 40",96,"http://stream01.energy.at:8000/sbg.m3u",,
"Energy 99,9","http://www.energy999.at/","Innsbruck","Austria","Top 40",96,"http://stream01.energy.at:8000/ibk.m3u",,
"Energy Basel","http://www.energy.ch/","Basel","Switzerland","Top 40",128,"http://stream1.radiobasel.ch:8000/rb01.m3u",,
"Energy Berlin","http://www.energyonline.de/berlin/","Berlin","Germany","Top 40",96,"http://149.5.240.22/WR-DE-WR52.m3u",,
"Energy Bern","http://www.energybern.ch/","Bern","Switzerland","Top 40",128,"http://statslive.infomaniak.ch/playlist/energybern/energybern-high.mp3/playlist.pls",,
"Energy Black","http://www.energyzueri.ch/","Zurich","Switzerland","RnB/HipHop",128,"http://statslive.infomaniak.ch/playlist/energyblack/energyblack-high.mp3/playlist.pls",,
"Energy Bremen","http://www.energy.de/bremen/","Bremen","Germany","Top 40",96,"http://149.5.240.22/WR-DE-WR56.m3u",,
"Energy Charts","http://www.energyzueri.ch/","Zurich","Switzerland","Top 40",128,"http://statslive.infomaniak.ch/playlist/energycharts/energycharts-high.mp3/playlist.pls",,
"Energy Coop Instore","http://www.energyzueri.ch/","Zurich","Switzerland","In-store radio",128,"http://broadcast.infomaniak.ch/energyinstore0-high.mp3.m3u",,
"Energy Dance","http://www.energyzueri.ch/","Zurich","Switzerland","Dance / Techno",128,"http://broadcast.infomaniak.ch/energydance-high.mp3.m3u",,
"Energy Elektro","http://www.energyzueri.ch/","Zurich","Switzerland","Electronic music",128,"http://statslive.infomaniak.ch/playlist/energyelektro/energyelektro-high.mp3/playlist.pls",,
"Energy FM","http://www.energyfm.ee/","Tallinn","Estonia","Dance",128,"http://194.106.119.241:8500/energyfm_hi.mp3.m3u",,
"Energy German","http://www.energyzueri.ch/","Zurich","Switzerland","German pop",128,"http://statslive.infomaniak.ch/playlist/energygerman/energygerman-high.mp3/playlist.pls",,
"Energy Girl","http://www.energyzueri.ch/","Zurich","Switzerland","Female Top 40",128,"http://broadcast.infomaniak.ch/energygirl-high.mp3.m3u",,
"Energy Hamburg","http://www.energyonline.de/hamburg/","Hamburg","Germany","Top 40",96,"http://149.5.240.22/WR-DE-WR51.m3u",,
"Energy Hot","http://www.energyzueri.ch/","Zurich","Switzerland","New Top 40",128,"http://statslive.infomaniak.ch/playlist/energyhot/energyhot-high.mp3/playlist.pls",,
"Energy Italy","http://www.energyzueri.ch/","Zurich","Switzerland","Italian pop",128,"http://statslive.infomaniak.ch/playlist/energyitaly/energyitaly-high.mp3/playlist.pls",,
"Energy Latin","http://www.energyzueri.ch/","Zurich","Switzerland","Latino music",128,"http://broadcast.infomaniak.ch/nrjlatin-high.mp3.m3u",,
"Energy Live","http://www.energyzueri.ch/","Zurich","Switzerland","Live music",128,"http://broadcast.infomaniak.ch/energylive-high.mp3.m3u",,
"Energy Lounge","http://www.energyzueri.ch/","Zurich","Switzerland","Lounge music",128,"http://broadcast.infomaniak.ch/energylounge-high.mp3.m3u",,
"Energy Love","http://www.energyzueri.ch/","Zurich","Switzerland","Love songs",128,"http://statslive.infomaniak.ch/playlist/energylove/energylove-high.mp3/playlist.pls",,
"Energy Mix","http://www.energyzueri.ch/","Zurich","Switzerland","HipHop",128,"http://broadcast.infomaniak.ch/energymix-high.mp3.m3u",,
"Energy München","http://www.energyonline.de/muenchen/","Munich","Germany","Top 40",96,"http://149.5.240.22/WR-DE-WR55.m3u",,
"Energy Nürnberg","http://www.energyonline.de/nuernberg/","Nürnberg","Germany","Top 40",96,"http://149.5.240.22/WR-DE-WR54.m3u",,
"Energy Radio Network","http://www.nrg.rs/","Belgrade","Serbia","Top 40",128,"http://www.nrg.rs/listen.pls",,
"Energy Rhein Main","http://www.energy.de/rhein-main/","Frankfurt","Germany","Top 40",96,"http://149.5.240.22/WR-DE-WR58.m3u",,
"Energy Rock","http://www.energyzueri.ch/","Zurich","Switzerland","Rock/Classic Rock",128,"http://broadcast.infomaniak.ch/energyrock-high.mp3.m3u",,
"Energy Sachsen","http://www.energy.de/sachsen/","Leipzig","Germany","Top 40",96,"http://149.5.240.22/WR-DE-WR57.m3u",,
"Energy Soundtrack","http://www.energyzueri.ch/","Zurich","Switzerland","Film songs",128,"http://broadcast.infomaniak.ch/energysoundtrack-high.mp3.m3u",,
"Energy Stuttgart","http://www.energy.de/stuttgart/","Stuttgart","Germany","Top 40",96,"http://149.5.240.22/WR-DE-WR53.m3u",,
"Energy Swiss","http://www.energyzueri.ch/","Zurich","Switzerland","Swiss rock/pop",128,"http://broadcast.infomaniak.ch/energyswiss-high.mp3.m3u",,
"Energy Zurich","http://www.energyzueri.ch/","Zurich","Switzerland","Top 40",128,"http://statslive.infomaniak.ch/playlist/energyzuerich/energyzuerich-high.mp3/playlist.pls",,
"Enjoy Radio FM","http://www.enjoyradio.hu/","Kaposvar","Hungary","Top 40",256,"http://papirus.datalight.hu:8030/listen.pls",,
"EnjoyStation","http://www.enjoystation.net/","Internet only","France","Top 40/Dance/RnB",32,"http://www.enjoystation.net/player/mp3_bd.m3u",,
"EPER","http://eper.elte.hu/","Budapest","Hungary","Eötvös Loránd University",128,"http://eper.elte.hu/eper128.m3u",,
"Epikinonia FM","http://www.94fm.gr/","Athens","Greece","Variety",32,"http://stream.greekradios.gr:2036/listen.pls",,
"Era FM","http://www.radioera.com.ua/","Kyiv","Ukraine","News / Talk",96,"http://212.26.129.2:8000/era96.m3u",,
"Erewash Sound","http://www.erewashsound.com/","Erewash","United Kingdom","Community radio",128,"http://icecast.commedia.org.uk:8000/erewash.m3u",,
"ERF Pop","http://www.erf.de/","Wetzlar","Germany","Christian",128,"http://www.erf.de/data/stream/erf_pop_96k.pls",,
"ERF Radio","http://www.erf.de/","Wetzlar","Germany","Christian",128,"http://www.erf.de/data/stream/radio_96k.pls",,
"Eroticos FM","http://www.eroticos.gr/","Thessaloniki","Greece","Greek ballads",64,"http://www.eroticos.gr/live.pls",,
"Eska Ballads","http://www.eska.pl/","Warsaw","Poland","Soft rock",128,"http://poznan5-5.radio.pionier.net.pl:8000/eska-stream11-1.mp3.m3u",,
"Eska Classic Rock","http://www.eska.pl/","Warsaw","Poland","Classic Rock",128,"http://poznan5.radio.pionier.net.pl:8000/eska-stream13-1.mp3.m3u",,
"Eska Club","http://www.eska.pl/","Warsaw","Poland","Dance/House",128,"http://poznan5-2.radio.pionier.net.pl:8000/eska-stream4-1.mp3.m3u",,
"Eska Goraca 20","http://www.eska.pl/","Warsaw","Poland","Top 40",128,"http://poznan5-1.radio.pionier.net.pl:8000/eska-stream19-1.mp3.m3u",,
"Eska Hity","http://www.eska.pl/","Warsaw","Poland","Top 40",128,"http://poznan5.radio.pionier.net.pl:8000/eska-stream14-1.mp3.m3u",,
"Eska Imprezzzka","http://www.eska.pl/","Warsaw","Poland","Pop/Dance",128,"http://poznan5-2.radio.pionier.net.pl:8000/eska-stream5-1.mp3.m3u",,
"Eska Live RMX","http://www.eska.pl/","Warsaw","Poland","Dance/DJ-mixes",128,"http://poznan5.radio.pionier.net.pl:8000/eska-stream16-1.mp3.m3u",,
"Eska Squad","http://www.eska.pl/","Warsaw","Poland","HipHop",128,"http://gdansk1-3.radio.pionier.net.pl:8000/pl/eska-stream2-1.mp3.m3u",,
"Eska Xtreme","http://www.eska.pl/","Warsaw","Poland","Alternative rock",128,"http://gdansk1-3.radio.pionier.net.pl:8000/pl/eska-stream1-1.mp3.m3u",,
"Esposende Radio","http://www.esposenderadio.pt/","Esposende","Portugal","Local service",128,"http://66.90.103.76:9068/listen.pls",,
"esRadio","http://www.esradio.fm/","Guadalajara","Spain","News/Talk/Sport",112,"http://91.121.68.52:8054/listen.pls",,
"Est FM","http://www.radio-estfm.com/","Puberg","France","Local service",64,"http://players.creacast.com/creacast/estfm/playlist.pls",,
"ETS-Radioen","http://www.radioets.com/","Evenskjer","Norway","Local service",128,"http://nettradio.grafisksenter.no/ets-med.m3u",,
"Europa FM","http://www.europafm.ro/","Bucharest","Romania","Adult Contemporary",,,32,"http://www.europafm.ro/&files/live.m3u"
"Europa FM","http://www.europa.fm/","Kyiv","Ukraine","Top 40",128,"http://radio.adamant.ua/europafm.m3u",,
"Europa Plus","http://www.europaplus.lv/","Daugavpils","Latvia","Top 40/Dance",128,"http://www.europaplus.lv/radio_live/europaplus.m3u",,
"Europa Plus","http://www.europaplus.ua/","Kyiv","Ukraine","Top 40",128,"http://live1.radiogroup.com.ua:8000/europaplus.m3u",,
"Europa Plus","http://www.europaplus.ru/","Moscow","Russia","Top 40",128,"http://radio.ext.ru/playlist/radio.m3u?station=europaplus&stream=128",,
"Europa Plus","http://europaplus.spb.ru/","St Petersburg","Russia","Top 40",128,"http://www.onair.eltel.net/europaplus128.m3u",,
"Europa Plus 99,5","http://www.995.lv/","Riga","Latvia","Top 40/Dance",128,"http://radio.995.lv/995.m3u",,
"Europa Plus Irkutsk","http://www.kirov.europaplus.ru/","Irkutsk","Russia","Top 40",128,"http://as.baikal.tv:8000/listen.pls",,
"Europa Plus Kirov","http://www.kirov.europaplus.ru/","Kirov","Russia","Top 40",128,"http://212.193.249.165:9000/europapluskirov.m3u",,
"Europa Plus Nizhny Novgorod","http://www.europaplus.ru/","Nizhny Novgorod","Russia","Top 40",128,"http://89.189.10.18:8008/listen.pls",,
"Europa Plus Velikiy Novgorod","http://www.europaplus.ru/","Velikiy Novgorod","Russia","Top 40",128,"http://81.9.20.178:8080/listen.pls",,
"Europe 1","http://www.europe1.fr/","Paris","France","News/Information",64,"http://vipicecast.yacast.net/europe1.m3u",,
"European Hit Radio","http://www.europeanhitradio.com/","Riga","Latvia","Top40",56,"http://stream.europeanhitradio.com:8000/ehr64.m3u",,
"Evasion FM","http://www.evasionfm.com/","Paris","France","Top 40",128,"http://stream.evasionfm.com/stream.mp3.m3u",,
"Evolution FM","http://www.evolutionfm.net/","Madrid","Spain","Dance/House/Rock",112,"http://77.240.118.150:5004/listen.pls",,
"Evropa 2","http://www.evropa2.cz/","Prague","Czech Republic","Top 40",128,"http://icecast3.play.cz/evropa2-128.mp3.m3u",64,"http://netshow.play.cz:8000/Evropa2-64aac.m3u"
"Evropa 2 Flashback","http://www.evropa2.cz/","Prague","Czech Republic","90s music",128,"http://ice-01.lagardere.cz/web-e2-flashback.m3u",,
"Evropa 2 Heavy","http://www.evropa2.cz/","Prague","Czech Republic","Rock",128,"http://ice-01.lagardere.cz/web-e2-heavy.m3u",,
"Evropa 2 HOT","http://www.evropa2.cz/","Prague","Czech Republic","New Top 40",128,"http://ice-01.lagardere.cz/web-e2-hot.m3u",,
"Evropa 2 Lowrider","http://www.evropa2.cz/","Prague","Czech Republic","RnB",128,"http://ice-01.lagardere.cz/web-e2-lowrider.m3u",,
"Evropa 2 Movin","http://www.evropa2.cz/","Prague","Czech Republic","Dance",128,"http://ice-01.lagardere.cz/web-e2-movin.m3u",,
"Evropa 2 Retro","http://www.evropa2.cz/","Prague","Czech Republic","Oldies",128,"http://ice-01.lagardere.cz/web-e2-retro.m3u",,
"Evropa 2 Rihanna","http://www.evropa2.cz/","Prague","Czech Republic","Rihanna music",128,"http://ice-01.lagardere.cz/web-e2-rihanna.m3u",,
"Evropa 2 Teenage Rock","http://www.evropa2.cz/","Prague","Czech Republic","Rock",128,"http://ice-01.lagardere.cz/web-e2-teenagerock.m3u",,
"Evropa 2 Top 40","http://www.evropa2.cz/","Prague","Czech Republic","Top 40",128,"http://ice-01.lagardere.cz/web-e2-top40.m3u",,
"Excite FM","http://www.exitefm.com/","Oriheula Costa","Spain","Pop (in English)",96,"http://s3.viastreaming.net:7960/listen.pls",,
"Expres Radio","http://www.expresradio.cz/","Prague","Czech Republic","Hot Adult Contemporary",128,"http://icecast5.play.cz/expres128mp3.m3u",128,"http://icecast5.play.cz/expres128aac.m3u"
"Express FM","http://www.expressfm.com/","Portsmouth","United Kingdom","Community radio",112,"http://stream.expressfm.com:80/expressfm.mp3.m3u",,
"Extra FM","http://www.extrafm.net/","Beneden-Leeuwen","Netherlands","Local service",128,"http://extrafm.shoutcaststream.com/stream.m3u",,
"Family Radio","http://www.familyradio.be/","Eeklo","Belgium","Oldies",128,"http://stream.publimediasvr.be:8000/family.mp3.m3u",,
"Fantasy Classic Gold","http://www.fantasyclassicgold.com/","Weelde","Belgium","Oldies/80s/90s",64,"http://fantasyclassicgold.dahstream.nl/stream.m3u",,
"Fantasy Dance FM","http://www.radio-fantasy.de/","Roetgen","Germany","Dance/House/HipHop",128,"http://www.radio-fantasy.de/Webradio/codecs/dsl_stream.mp3.m3u",32,"http://www.radio-fantasy.de/Webradio/codecs/modem_stream.aac.m3u"
"Fantasy Radio","http://www.fantasyradio.co.uk/","Devizes","United Kingdom","Community radio",128,"http://server.fantasyradio.co.uk:8300/listen.pls",,
"Favoriet FM","http://www.favorietfm.net/","Zevenaar","Netherlands","Local service",128,"http://213.247.43.135:8400/listen.pls",,
"FC Radio l'Essentiel","http://www.fcradio.fr/","Ain","France","Local service",128,"http://broadcast.infomaniak.ch/fcradio-128.mp3.m3u",,
"Fehérvár Rádió","http://www.fehervarradio.hu/","Székesfehérvár","Hungary","Top 40",,,128,"http://81.93.193.14:8000/listen.pls"
"Féile FM","http://www.feilefm.com/","West Belfast","United Kingdom","Community radio",32,"http://stream1.radiomonitor.com/FeileFM.m3u",,
"Felixstowe Radio","http://www.felixstoweradio.org.uk/","Felixstowe","United Kingdom","Community radio",128,"http://uk4-vn.mixstream.net:8032/listen.pls",,
"FFH Digital Deutsch Pur","http://www.ffh.de/","Frankfurt","Germany","German Pop/Rock",128,"http://streams.ffh.de/ffhchannels/mp3/hqdeutsch.m3u",,
"FFH Digital Die 80-er","http://www.ffh.de/","Frankfurt","Germany","80s",128,"http://streams.ffh.de/ffhchannels/mp3/hq80er.m3u",,
"FFH Digital Electrobeats","http://www.ffh.de/","Frankfurt","Germany","Techno/Electro/Club",128,"http://streams.ffh.de/ffhchannels/mp3/hqelectrobeatz.m3u",,
"FFH Digital Eurodance","http://www.ffh.de/","Frankfurt","Germany","RnB/HipHop",128,"http://streams.ffh.de/ffhchannels/mp3/hqeurodance.m3u",,
"FFH Digital Hits für Kids","http://www.ffh.de/","Frankfurt","Germany","Childrens",128,"http://streams.ffh.de/ffhchannels/mp3/hqhits4kids.m3u",,
"FFH Digital Jazz","http://www.ffh.de/","Frankfurt","Germany","Jazz",128,"http://streams.ffh.de/ffhchannels/mp3/hqjazz.m3u",,
"FFH Digital Lounge","http://www.ffh.de/","Frankfurt","Germany","Chill out",128,"http://streams.ffh.de/ffhchannels/mp3/hqlounge.m3u",,
"FFH Digital Rock over Germany","http://www.ffh.de/","Frankfurt","Germany","Rock",128,"http://streams.ffh.de/ffhchannels/mp3/hqrock.m3u",,
"FFH Digital Schlagerkult","http://www.ffh.de/","Frankfurt","Germany","Schlager",128,"http://streams.ffh.de/ffhchannels/mp3/hqschlager.m3u",,
"FFH Digital Soundtrack","http://www.ffh.de/","Frankfurt","Germany","Film music",128,"http://streams.ffh.de/ffhchannels/mp3/hqsoundtrack.m3u",,
"FFH Digital Top 40","http://www.ffh.de/","Frankfurt","Germany","Top 40",128,"http://streams.ffh.de/ffhchannels/mp3/hqtop40.m3u",,
"Fiesta FM Madrid","http://www.fiestafm.net/","Madrid","Spain","Latin American music/information",128,"http://91.121.117.169:8000/fiestafm.m3u",,
"Fiesta FM Murcia","http://www.fiestafm.net/","Murcia","Spain","Latin American music/information",24,"http://79.148.97.122:8000/listen.pls",,
"FIKSZ Rádió","http://www.fikszradio.hu/","Budapest","Hungary","Eclectic, free radio",128,"http://157.181.47.204:9000/listen.pls",,
"Finam FM","http://www.finam.fm/","Moscow","Russia","Classic Hits",128,"http://94.79.33.139:9092/listen.pls",,
"FIP","http://sites.radiofrance.fr/chaines/fip/accueil/","Paris","France","Music/traffic information",128,"http://www.tv-radio.com/station/fip_mp3/fip_mp3-128k.m3u",,
"Flaix FM","http://www.flaixfm.com/","Barcelona","Spain","Top 40/Dance",128,"http://flaix.stream.flumotion.com/flaix/FLAIXfm.mp3.m3u",,
"Flash FM","http://www.flashfm.fr/","Limoges","France","Dance / Techno",128,"http://live140.impek.com:8000/listen.pls",,
"Fleet FM","http://www.fleetfm.co.nz/","Auckland","New Zealand","Variety",32,"http://www.fleetfm.co.nz/FleetDialUp.m3u",,
